job_title,years_of_experience,location,education_level,company_size,skills,salary_usd
Data Analyst,0,Australia,PhD,Large,"Python, Kubernetes, Scala, Linux",64384
AI Architect,5,Denmark,Master,Large,"Git, Python, Scala, AWS",223296
Autonomous Systems Engineer,9,Finland,PhD,Medium,"Hadoop, GCP, MLOps, Statistics",73372
Machine Learning Researcher,3,France,Associate,Medium,"Hadoop, Python, Kubernetes",108175.86
AI Product Manager,2,Finland,Bachelor,Large,"Git, Python, TensorFlow, SQL",80483
Machine Learning Researcher,2,China,PhD,Large,"Linux, GCP, Statistics, NLP, Azure",71730
Machine Learning Researcher,19,Norway,Master,Small,"R, Git, Computer Vision",186565
Robotics Engineer,9,Finland,Master,Large,"Linux, SQL, PyTorch, NLP, Git",114225
AI Software Engineer,19,Canada,PhD,Small,"SQL, Computer Vision, Linux, Data Visualization, Git",160286
Head of AI,4,Ireland,PhD,Large,"Python, Spark, TensorFlow",60957
Autonomous Systems Engineer,4,Canada,PhD,Medium,"Java, MLOps, TensorFlow",90148
Data Analyst,5,Sweden,Bachelor,Medium,"NLP, SQL, Python",105723
Data Scientist,16,Switzerland,Master,Large,"Docker, Python, Mathematics",388754
AI Consultant,1,China,Master,Medium,"Kubernetes, Mathematics, Git, PyTorch",45129
Data Engineer,2,France,Master,Medium,"Python, TensorFlow, Tableau, Linux, Java",79561.17
Robotics Engineer,0,Japan,Master,Medium,"Spark, Data Visualization, SQL, TensorFlow, GCP",51736
Data Scientist,8,Canada,Associate,Large,"Python, Mathematics, Deep Learning, TensorFlow, AWS",112035
Data Engineer,1,France,PhD,Small,"Linux, R, Scala",65074.23
AI Research Scientist,1,Ireland,Associate,Medium,"Python, TensorFlow, Tableau",56796
Robotics Engineer,0,Sweden,Master,Large,"SQL, PyTorch, Azure",61808
AI Consultant,3,Singapore,Master,Medium,"PyTorch, SQL, Java, Git",78751
AI Architect,15,United States,Associate,Medium,"Scala, Linux, Docker, Git",238449
AI Research Scientist,0,Australia,Associate,Large,"Mathematics, PyTorch, Azure",81908
Machine Learning Engineer,7,India,Master,Medium,"Scala, Linux, Python",79556
NLP Engineer,1,Canada,Bachelor,Medium,"Data Visualization, PyTorch, SQL, Computer Vision, GCP",70609
Principal Data Scientist,2,United Kingdom,Master,Small,"Deep Learning, SQL, Data Visualization, NLP, Tableau",135477.9
NLP Engineer,3,Canada,Master,Small,"Kubernetes, Java, Computer Vision",62606
NLP Engineer,1,Israel,PhD,Small,"Tableau, Linux, Java, Kubernetes, Computer Vision",44279
Research Scientist,0,Finland,Bachelor,Small,"Statistics, Git, Data Visualization",36995
Principal Data Scientist,15,Germany,Associate,Large,"PyTorch, SQL, AWS, Spark",225984.33
Data Scientist,3,Sweden,PhD,Small,"R, Kubernetes, TensorFlow, Data Visualization",88722
Data Scientist,8,Netherlands,Master,Large,"TensorFlow, AWS, Git, Azure",169764.66
AI Consultant,3,Singapore,Master,Small,"Mathematics, Git, Linux",83381
Autonomous Systems Engineer,1,Japan,Master,Medium,"Python, Data Visualization, Azure",46591
Data Scientist,11,Japan,Master,Small,"PyTorch, Mathematics, Linux",99604
AI Research Scientist,12,Norway,Associate,Large,"Spark, Statistics, Tableau, Deep Learning",262339
Machine Learning Researcher,1,Singapore,Master,Small,"Kubernetes, AWS, NLP, Git",58899
Research Scientist,4,Denmark,PhD,Medium,"SQL, Tableau, PyTorch, NLP, GCP",109939
NLP Engineer,0,Israel,Bachelor,Small,"Scala, Docker, Data Visualization",32587
Robotics Engineer,2,Norway,Associate,Medium,"Scala, Python, GCP, AWS",102069
AI Specialist,12,Finland,Master,Small,"Tableau, Azure, AWS, Data Visualization",153376
Autonomous Systems Engineer,1,Switzerland,PhD,Medium,"SQL, Mathematics, Linux, Scala, Hadoop",92574
ML Ops Engineer,6,Australia,Associate,Small,"Docker, AWS, Computer Vision, MLOps",92858
Data Scientist,1,Germany,Bachelor,Large,"Docker, Git, Data Visualization",98481.24
AI Consultant,5,Japan,Master,Small,"GCP, Linux, R, Scala",66601
Data Scientist,6,South Korea,Master,Large,"AWS, Spark, Mathematics",99818
Deep Learning Engineer,8,China,Bachelor,Large,"GCP, Java, PyTorch, Mathematics, Computer Vision",96240
AI Software Engineer,2,Germany,Bachelor,Medium,"Deep Learning, Computer Vision, Tableau, PyTorch",84695.13
Head of AI,8,Ireland,Associate,Large,"Python, Hadoop, Azure, Computer Vision",118570
NLP Engineer,3,Austria,PhD,Medium,"Python, TensorFlow, Linux",56276
AI Architect,13,Ireland,Bachelor,Small,"Azure, NLP, Scala",93369
Data Analyst,9,South Korea,Master,Large,"Linux, Hadoop, Spark, Azure",115634
Machine Learning Engineer,13,Switzerland,PhD,Medium,"Tableau, SQL, Linux",215782
AI Specialist,4,Denmark,Master,Large,"Git, Hadoop, PyTorch, Java",110858
Autonomous Systems Engineer,1,Australia,PhD,Medium,"Kubernetes, Data Visualization, Computer Vision, SQL",77926
AI Product Manager,12,Austria,Master,Small,"Statistics, GCP, SQL",115976
Principal Data Scientist,1,France,Master,Large,"TensorFlow, Data Visualization, Kubernetes, Linux",83226.78
Computer Vision Engineer,1,Germany,Bachelor,Large,"Statistics, Spark, Data Visualization, Git",73980.27
AI Consultant,3,Norway,PhD,Small,"Docker, Scala, AWS",96419
Data Analyst,13,United Kingdom,Associate,Medium,"Kubernetes, Docker, Tableau, Python, Spark",298667.25
AI Specialist,13,Canada,Master,Medium,"SQL, Git, Java, Docker",213785
AI Software Engineer,0,Austria,PhD,Large,"Linux, Scala, PyTorch, Hadoop",59378
AI Architect,1,Norway,Associate,Small,"MLOps, Java, Linux",61374
Machine Learning Researcher,0,Norway,PhD,Large,"MLOps, Kubernetes, Python, Computer Vision",77579
AI Research Scientist,0,Austria,Associate,Large,"Linux, Java, Data Visualization, Tableau",61122
Machine Learning Engineer,3,Israel,Bachelor,Small,"TensorFlow, Python, GCP, Java",53318
Data Engineer,15,Australia,Bachelor,Small,"R, Hadoop, Data Visualization",182747
Head of AI,5,Singapore,Associate,Medium,"Git, Kubernetes, Hadoop, SQL, Docker",138496
Machine Learning Engineer,8,Israel,Associate,Small,"Mathematics, SQL, PyTorch, Java, MLOps",79744
AI Consultant,13,Austria,Associate,Small,"Hadoop, Docker, MLOps",133437
AI Architect,1,Denmark,Bachelor,Small,"PyTorch, Mathematics, Tableau",90174
Data Scientist,7,Finland,Associate,Small,"PyTorch, Scala, Computer Vision, Kubernetes",87820
Robotics Engineer,3,Israel,PhD,Small,"SQL, Scala, AWS, Java, Python",66990
Machine Learning Engineer,6,France,PhD,Small,"SQL, Linux, Docker",142820.73
Computer Vision Engineer,1,Netherlands,Bachelor,Medium,"Statistics, Hadoop, Spark, GCP",65892.06
AI Product Manager,1,France,Bachelor,Small,"Python, Statistics, Computer Vision, Azure",53621.1
NLP Engineer,1,Singapore,PhD,Small,"Computer Vision, Spark, SQL, Scala",70207
AI Software Engineer,0,Switzerland,Associate,Large,"Linux, Kubernetes, GCP",84101
AI Product Manager,1,Singapore,PhD,Medium,"PyTorch, SQL, TensorFlow, Kubernetes, Git",57591
ML Ops Engineer,1,Israel,PhD,Medium,"AWS, Hadoop, Tableau, Java, Mathematics",45158
Head of AI,12,Finland,Master,Small,"R, Java, Spark",132585
ML Ops Engineer,2,Germany,PhD,Medium,"Scala, PyTorch, GCP, Linux, Mathematics",115894.35
Head of AI,9,Switzerland,Bachelor,Medium,"Scala, Linux, Statistics, Git",212847
AI Architect,17,China,Master,Small,"AWS, Kubernetes, Tableau, Computer Vision, Statistics",135102
ML Ops Engineer,0,Australia,Associate,Small,"Data Visualization, Python, TensorFlow",63685
AI Consultant,7,South Korea,Master,Large,"TensorFlow, NLP, Java, Deep Learning, Scala",122593
AI Product Manager,4,Norway,PhD,Medium,"Data Visualization, Scala, Statistics",107056
Research Scientist,0,Japan,PhD,Medium,"Hadoop, GCP, Data Visualization",53318
Data Scientist,1,Denmark,Bachelor,Large,"Data Visualization, Computer Vision, Tableau, GCP, Java",90704
Principal Data Scientist,7,Norway,PhD,Small,"Git, Spark, MLOps, NLP, Python",125671
Research Scientist,4,Ireland,PhD,Small,"MLOps, Linux, Computer Vision, Git",62031
Data Engineer,17,Netherlands,Master,Large,"SQL, GCP, PyTorch, TensorFlow, Python",200508.75
AI Software Engineer,2,Singapore,Associate,Small,"Hadoop, PyTorch, Scala, TensorFlow",69220
Research Scientist,0,Norway,Associate,Small,"TensorFlow, Kubernetes, Computer Vision",80383
Head of AI,6,Norway,PhD,Small,"Tableau, Hadoop, Azure, Data Visualization",175527
Autonomous Systems Engineer,14,Netherlands,Bachelor,Small,"Java, PyTorch, Linux, Deep Learning, Computer Vision",165116.25
Research Scientist,19,Norway,Bachelor,Medium,"MLOps, Docker, Java, Azure, Statistics",305621
Robotics Engineer,11,Germany,PhD,Medium,"R, SQL, PyTorch",219490.83
AI Consultant,1,South Korea,Bachelor,Small,"GCP, MLOps, Computer Vision, Data Visualization",33959
AI Product Manager,16,United Kingdom,PhD,Large,"Hadoop, Tableau, Mathematics, SQL, AWS",310304.25
Principal Data Scientist,2,Germany,PhD,Large,"Statistics, Mathematics, SQL, TensorFlow",99872.37
Computer Vision Engineer,5,South Korea,Associate,Medium,"R, Tableau, Java",80376
Principal Data Scientist,0,Japan,Associate,Medium,"Python, Computer Vision, Git",45147
Computer Vision Engineer,4,Israel,PhD,Small,"PyTorch, Tableau, Scala, GCP",46236
Data Engineer,3,India,Associate,Medium,"Linux, PyTorch, Git, GCP, Java",72594
Head of AI,5,Australia,Bachelor,Large,"Git, Linux, Python",119767
Machine Learning Researcher,15,Japan,Master,Small,"PyTorch, Spark, SQL",141385
Autonomous Systems Engineer,12,Canada,Bachelor,Large,"PyTorch, Java, Tableau, GCP, Azure",231393
AI Software Engineer,1,France,PhD,Large,"NLP, Python, Scala",68333.85
Robotics Engineer,1,India,Associate,Large,"Docker, MLOps, Python, Spark, NLP",60440
Head of AI,9,Denmark,Associate,Large,"SQL, Java, Linux",195647
Data Analyst,12,Denmark,Master,Large,"Python, TensorFlow, AWS, MLOps",298418
Research Scientist,6,Norway,PhD,Medium,"Kubernetes, Spark, PyTorch",182777
AI Research Scientist,3,Germany,Master,Medium,"R, NLP, Python",101797.02
Machine Learning Engineer,1,United Kingdom,Master,Large,"SQL, Computer Vision, AWS, PyTorch, GCP",94266.45
NLP Engineer,12,Germany,Bachelor,Small,"GCP, Linux, Python, TensorFlow, Java",242125.65
Autonomous Systems Engineer,1,Switzerland,Bachelor,Medium,"Hadoop, Deep Learning, Statistics, Azure",99795
AI Software Engineer,4,Denmark,Bachelor,Small,"Git, SQL, Python, TensorFlow",114667
Robotics Engineer,4,Denmark,Associate,Large,"Hadoop, PyTorch, Linux",128576
ML Ops Engineer,1,Germany,Master,Small,"Spark, Hadoop, GCP, Deep Learning, Statistics",70313.49
Autonomous Systems Engineer,3,United States,Master,Small,"Java, GCP, SQL, MLOps",101978
AI Research Scientist,13,Switzerland,PhD,Medium,"Kubernetes, Java, Scala, Computer Vision",353726
AI Architect,18,Austria,Master,Small,"PyTorch, Kubernetes, Linux, Computer Vision",95186
AI Specialist,8,Singapore,PhD,Small,"SQL, Python, GCP, R",133855
Head of AI,9,Australia,PhD,Large,"MLOps, R, Tableau",162221
ML Ops Engineer,19,Canada,Bachelor,Small,"Docker, Python, TensorFlow, Statistics, PyTorch",124709
Data Scientist,0,France,Associate,Medium,"PyTorch, Kubernetes, Mathematics, GCP, Linux",68770.26
AI Consultant,3,Finland,Bachelor,Small,"Java, PyTorch, TensorFlow",59227
NLP Engineer,11,China,PhD,Large,"SQL, R, Linux, AWS, TensorFlow",191741
Computer Vision Engineer,14,Japan,Bachelor,Medium,"NLP, R, Hadoop, TensorFlow, Spark",125762
AI Software Engineer,4,United States,PhD,Small,"Deep Learning, Hadoop, R",100678
Machine Learning Engineer,9,Israel,Master,Large,"Python, Spark, Docker, AWS",117568
Autonomous Systems Engineer,17,China,PhD,Small,"Scala, Python, NLP",134632
Robotics Engineer,2,Switzerland,Associate,Small,"PyTorch, Deep Learning, Computer Vision, NLP",106560
AI Software Engineer,1,United States,PhD,Large,"Docker, TensorFlow, AWS",94044
AI Research Scientist,6,Japan,Associate,Medium,"SQL, Git, Statistics, PyTorch, Java",79076
AI Software Engineer,19,Canada,Master,Medium,"Git, Azure, Java",198743
Deep Learning Engineer,8,Japan,Master,Medium,"Java, Linux, Data Visualization, R",97175
AI Architect,2,Austria,Associate,Small,"Java, Python, Data Visualization, Kubernetes",64832
Data Engineer,5,Singapore,Associate,Small,"Python, TensorFlow, Computer Vision, Hadoop, Kubernetes",143835
Data Scientist,9,Denmark,PhD,Medium,"TensorFlow, Python, Tableau, Hadoop",181246
Principal Data Scientist,2,Ireland,Bachelor,Small,"Docker, SQL, GCP, Scala, Git",46950
AI Consultant,7,Japan,PhD,Small,"Java, Hadoop, AWS, Mathematics, Deep Learning",84808
AI Architect,7,Singapore,PhD,Large,"Linux, AWS, Git, Python",153304
Data Analyst,14,Singapore,Master,Medium,"Python, Data Visualization, Mathematics",187668
AI Specialist,4,Ireland,Associate,Medium,"Python, TensorFlow, Linux, Java, Kubernetes",72769
Research Scientist,10,Singapore,Master,Small,"Docker, Git, MLOps",222757
Data Engineer,11,Norway,PhD,Small,"Mathematics, Scala, NLP, SQL",160302
NLP Engineer,2,India,Bachelor,Large,"PyTorch, Scala, Python",78913
Research Scientist,18,Netherlands,Master,Medium,"AWS, Mathematics, NLP, Linux",265027.23
Research Scientist,8,Denmark,Bachelor,Medium,"SQL, Data Visualization, MLOps, Java",175559
Computer Vision Engineer,6,Canada,Associate,Medium,"Azure, Kubernetes, Docker, Computer Vision, Spark",141569
NLP Engineer,7,France,Associate,Large,"Kubernetes, Scala, Mathematics, NLP",192925.98
Data Analyst,4,Japan,Master,Large,"Deep Learning, Hadoop, NLP",88878
ML Ops Engineer,6,Germany,Master,Small,"Azure, Python, NLP, Git, TensorFlow",118900.08
Head of AI,3,Singapore,Master,Small,"Python, TensorFlow, Scala",84728
Research Scientist,17,Austria,Associate,Medium,"Azure, Scala, Statistics",97260
Machine Learning Researcher,4,Singapore,Bachelor,Small,"Kubernetes, AWS, Deep Learning, R, Spark",69936
Data Engineer,3,South Korea,Associate,Large,"Computer Vision, MLOps, Docker, Azure",75400
ML Ops Engineer,0,Denmark,PhD,Large,"AWS, PyTorch, Tableau, Computer Vision",107195
Data Scientist,8,South Korea,Bachelor,Medium,"Hadoop, Mathematics, Scala, PyTorch",75537
AI Research Scientist,2,Norway,Associate,Large,"Statistics, Scala, Spark, Java, Azure",109409
AI Consultant,0,India,Master,Large,"Java, Deep Learning, SQL, MLOps",49641
Machine Learning Researcher,0,Denmark,Bachelor,Small,"Linux, Git, Java, Python, PyTorch",60830
Machine Learning Engineer,1,South Korea,PhD,Large,"SQL, AWS, Data Visualization, NLP, Java",48516
Computer Vision Engineer,9,Sweden,Associate,Small,"GCP, Spark, TensorFlow, Kubernetes",98740
Data Scientist,12,China,Associate,Medium,"AWS, SQL, Git",109279
Deep Learning Engineer,2,Norway,Master,Medium,"AWS, Deep Learning, SQL",103692
Machine Learning Researcher,3,Singapore,PhD,Large,"Azure, R, Tableau, Java",110492
Data Scientist,10,Germany,Master,Large,"PyTorch, SQL, Python, R",265558.41
Autonomous Systems Engineer,6,United States,Associate,Medium,"GCP, SQL, Kubernetes, R, PyTorch",171987
AI Consultant,6,Sweden,PhD,Large,"Git, GCP, MLOps, Deep Learning, Statistics",173054
Autonomous Systems Engineer,2,Ireland,Master,Large,"SQL, Hadoop, PyTorch, Tableau, Statistics",73669
AI Architect,2,Denmark,Bachelor,Medium,"Git, Python, PyTorch",98984
Data Scientist,2,United Kingdom,Associate,Large,"PyTorch, AWS, Java, Tableau",137609.55
AI Product Manager,6,Finland,Associate,Medium,"PyTorch, NLP, Tableau, Computer Vision",107603
Robotics Engineer,7,Canada,Bachelor,Small,"PyTorch, Kubernetes, Computer Vision",116150
AI Product Manager,13,United States,Bachelor,Small,"Computer Vision, SQL, NLP, Hadoop, TensorFlow",170702
Data Scientist,14,Japan,PhD,Small,"Spark, TensorFlow, Java, NLP, Deep Learning",149281
Data Scientist,1,Japan,Master,Large,"Python, Git, TensorFlow, Java",43707
AI Software Engineer,4,United Kingdom,Associate,Medium,"R, SQL, Spark",114926.85
AI Specialist,9,China,Associate,Small,"Kubernetes, PyTorch, Git",85625
Computer Vision Engineer,6,Germany,Bachelor,Small,"Kubernetes, Git, Azure, GCP",149707.35
NLP Engineer,0,China,Master,Medium,"Scala, Python, SQL, GCP",53707
Deep Learning Engineer,12,Israel,Associate,Medium,"Java, Kubernetes, Docker",152266
Principal Data Scientist,3,United Kingdom,PhD,Medium,"Kubernetes, NLP, Python",140825.25
AI Product Manager,2,Finland,Master,Small,"Python, TensorFlow, Azure, PyTorch, Deep Learning",49234
Principal Data Scientist,8,Australia,PhD,Small,"Mathematics, NLP, Deep Learning, Python",104397
Data Analyst,8,France,Bachelor,Medium,"R, Data Visualization, Git, GCP",137121.66
Machine Learning Engineer,0,Norway,Associate,Small,"AWS, Spark, Data Visualization, Linux",63395
AI Specialist,0,Netherlands,Master,Medium,"Scala, R, SQL, NLP, Java",90727.65
AI Software Engineer,9,Australia,Associate,Large,"Spark, PyTorch, TensorFlow, Scala",161796
Data Analyst,10,Denmark,Bachelor,Small,"PyTorch, GCP, Data Visualization, Deep Learning, Azure",217701
Deep Learning Engineer,8,Sweden,PhD,Small,"Deep Learning, Data Visualization, MLOps, Linux",128702
Machine Learning Engineer,0,Sweden,Bachelor,Large,"Python, GCP, Data Visualization",63866
Data Scientist,8,Denmark,Master,Small,"PyTorch, Tableau, GCP",171813
Research Scientist,19,China,Bachelor,Small,"Python, Data Visualization, TensorFlow, GCP",138694
Autonomous Systems Engineer,2,Singapore,Master,Large,"GCP, Kubernetes, MLOps, Data Visualization",130454
Head of AI,5,Canada,PhD,Large,"Git, PyTorch, Spark, NLP, Computer Vision",145190
ML Ops Engineer,4,Japan,Master,Small,"Python, Git, Computer Vision, TensorFlow",47965
Data Scientist,0,Germany,Bachelor,Large,"Python, PyTorch, R",71708.13
Computer Vision Engineer,9,Israel,Bachelor,Medium,"Deep Learning, Docker, Java",73637
AI Architect,0,France,PhD,Medium,"GCP, Scala, Java, SQL, Deep Learning",75846.42
NLP Engineer,18,Japan,Bachelor,Large,"Python, Data Visualization, Kubernetes, TensorFlow, Computer Vision",146600
AI Software Engineer,9,Denmark,PhD,Small,"Git, R, Scala, Kubernetes",172271
AI Specialist,19,South Korea,Associate,Large,"AWS, Kubernetes, NLP",156725
Robotics Engineer,1,Denmark,PhD,Large,"Hadoop, Git, PyTorch, Azure, TensorFlow",94680
Data Analyst,6,Israel,PhD,Medium,"AWS, Linux, TensorFlow, Git",92035
Data Engineer,6,China,Bachelor,Small,"Data Visualization, MLOps, Python, TensorFlow",77042
Machine Learning Engineer,19,Denmark,PhD,Small,"Kubernetes, Java, NLP, Tableau, Hadoop",272652
AI Product Manager,2,France,Associate,Large,"Data Visualization, PyTorch, Tableau",137486.7
NLP Engineer,0,Netherlands,Bachelor,Medium,"Deep Learning, Git, Data Visualization",94752.45
